image_names,tags
stitch_912,agriculture clear primary water clear primary partly_cloudy primary clear primary 
stitch_913,clear primary blooming agriculture clear primary road partly_cloudy primary agriculture clear cultivation primary 
stitch_914,clear primary  agriculture clear cultivation primary clear primary 
stitch_915,clear primary agriculture clear cultivation primary agriculture clear primary road clear primary 
stitch_916,clear primary agriculture clear primary road clear primary clear primary road 
stitch_917,clear primary  partly_cloudy primary clear primary 
stitch_918,clear primary  clear primary clear primary road water 
stitch_919,partly_cloudy primary clear primary  agriculture partly_cloudy primary road 
stitch_920, agriculture clear habitation primary road clear primary clear cultivation primary 
stitch_921, agriculture bare_ground clear primary agriculture partly_cloudy primary water  
stitch_922, clear primary clear primary clear primary 
stitch_923,agriculture clear habitation primary road agriculture clear habitation primary road bare_ground clear primary clear primary 
stitch_924, agriculture clear cultivation habitation primary road clear primary clear primary 
stitch_925,clear primary water  clear cultivation primary agriculture clear habitation primary road 
stitch_926,clear habitation primary road clear primary water clear primary  
stitch_927, clear primary partly_cloudy primary agriculture partly_cloudy primary road 
stitch_928,habitation partly_cloudy primary agriculture clear primary clear primary  
stitch_929,clear cultivation primary water  clear primary agriculture clear primary road water 
stitch_930, agriculture clear primary agriculture clear primary road water clear primary 
stitch_931,partly_cloudy primary clear primary clear primary agriculture clear habitation primary road 
stitch_932,agriculture clear primary road agriculture clear road clear primary water blooming clear primary 
stitch_933,agriculture clear primary road clear primary clear primary clear primary 
stitch_934,agriculture clear primary water clear primary water clear primary clear primary 
stitch_935, clear cultivation primary blooming clear primary clear habitation primary road water 
stitch_936,agriculture clear cultivation habitation primary road clear cultivation primary clear primary  
stitch_937,agriculture clear primary water  partly_cloudy primary partly_cloudy primary 
stitch_938,clear primary agriculture clear primary road water partly_cloudy primary clear primary 
stitch_939,clear primary agriculture clear primary water clear primary clear primary 
stitch_940, clear primary clear cultivation primary water agriculture partly_cloudy primary 
stitch_941,partly_cloudy primary clear habitation primary agriculture clear habitation primary road water agriculture clear habitation primary road 
stitch_942,agriculture clear cultivation primary  clear primary agriculture partly_cloudy primary water 
stitch_943,blow_down clear primary clear primary agriculture clear primary road selective_logging clear habitation primary 
stitch_944,clear primary clear primary clear primary clear primary 
stitch_945,clear primary clear primary agriculture clear cultivation primary road water clear primary 
stitch_946,agriculture partly_cloudy primary water clear primary clear primary clear habitation primary road water 
stitch_947,bare_ground clear primary partly_cloudy primary agriculture clear habitation primary road clear primary 
stitch_948,clear primary road selective_logging partly_cloudy primary water  agriculture clear primary 
stitch_949, partly_cloudy primary clear primary  
stitch_950,bare_ground clear clear primary clear primary agriculture bare_ground clear primary 
stitch_951,clear primary clear primary clear primary clear primary 
stitch_952,agriculture clear primary clear primary agriculture clear primary bare_ground clear primary water 
stitch_953,cloud haze
stitch_954,agriculture partly_cloudy primary road clear primary clear primary clear habitation primary 
stitch_955,agriculture partly_cloudy primary clear primary road clear primary clear primary 
stitch_956,clear primary agriculture clear primary clear primary agriculture clear habitation primary road 
stitch_957,agriculture partly_cloudy primary road partly_cloudy primary clear primary clear primary 
stitch_958,agriculture clear primary road clear primary clear cultivation primary  
stitch_959,agriculture partly_cloudy primary water  partly_cloudy primary water clear primary 
stitch_960,agriculture bare_ground clear primary road clear primary agriculture bare_ground clear primary road agriculture habitation partly_cloudy primary road 
stitch_961,clear primary partly_cloudy primary clear primary clear primary 
stitch_962,clear primary  agriculture clear primary road clear primary 
stitch_963,agriculture partly_cloudy primary road slash_burn clear primary clear primary clear primary 
stitch_964,partly_cloudy primary road  clear primary clear primary 
stitch_965,agriculture clear cultivation primary clear primary agriculture habitation partly_cloudy primary road clear primary 
stitch_966,partly_cloudy primary agriculture partly_cloudy primary partly_cloudy primary agriculture clear primary road 
stitch_967,clear primary clear primary clear primary clear primary 
stitch_968,clear primary partly_cloudy primary partly_cloudy primary clear primary 
stitch_969,agriculture clear primary road cultivation partly_cloudy primary slash_burn clear primary clear primary 
